"","Age","G","PA","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","TB","GDP","HBP","SH","SF","IBB","Promoted"
"5633",26,36,119,102,13,18,4,1,1,7,2,1,17,33,0.177,0.294,0.265,0.559,27,2,0,0,0,0,0
"5634",27,117,453,410,36,116,16,2,3,48,2,3,27,78,0.283,0.333,0.354,0.686,145,14,7,1,7,1,0
"5635",26,38,138,128,14,37,4,0,6,19,0,0,7,25,0.289,0.333,0.461,0.794,59,2,2,0,1,1,1
"5636",28,36,147,127,7,28,5,0,1,17,1,1,20,34,0.221,0.327,0.284,0.61,36,1,0,0,0,0,1
"5637",28,22,71,65,7,15,1,0,1,5,4,2,6,19,0.231,0.296,0.292,0.588,19,2,0,0,0,0,1
"5638",31,75,234,198,21,46,8,0,4,23,0,0,28,56,0.232,0.339,0.333,0.672,66,7,5,1,2,1,1
"5639",23,14,55,52,6,12,4,0,0,4,0,0,3,8,0.231,0.273,0.308,0.58,16,1,0,0,0,0,0
"5640",24,25,103,82,19,25,3,0,3,9,3,0,21,23,0.305,0.447,0.451,0.898,37,0,0,0,0,1,1
"5641",26,106,433,380,49,101,18,3,6,48,16,4,43,71,0.266,0.347,0.376,0.724,143,10,6,1,3,0,1
"5642",28,40,136,114,11,21,4,0,0,8,0,0,13,22,0.184,0.291,0.219,0.51,25,2,5,2,2,0,1
"5643",21,15,68,56,10,15,3,0,4,12,0,0,11,15,0.268,0.397,0.536,0.933,30,2,1,0,0,0,0
"5644",27,29,85,74,14,15,2,0,0,3,7,1,8,15,0.203,0.298,0.23,0.527,17,0,2,1,0,0,0
"5645",26,34,131,119,14,27,8,2,3,13,3,2,11,38,0.227,0.298,0.403,0.701,48,1,1,0,0,0,1
"5646",26,23,85,81,12,20,4,1,2,6,6,2,4,26,0.247,0.282,0.395,0.678,32,0,0,0,0,0,1
"5647",23,23,61,56,8,10,1,0,1,3,0,0,3,19,0.179,0.233,0.25,0.483,14,2,1,1,0,1,0
"5648",27,72,271,235,27,41,8,1,3,16,5,3,31,79,0.175,0.274,0.255,0.529,60,6,2,1,2,0,1
"5649",27,75,277,247,29,55,14,0,8,39,0,0,25,83,0.223,0.295,0.377,0.671,93,8,1,2,2,1,1
"5650",26,43,186,147,34,45,10,1,10,29,8,3,26,48,0.306,0.446,0.592,1.038,87,0,12,0,1,0,1
"5651",25,42,149,127,13,30,7,1,3,17,1,0,16,46,0.236,0.331,0.378,0.709,48,5,3,1,2,0,0
"5652",33,59,210,191,29,46,11,0,8,29,1,0,13,53,0.241,0.297,0.424,0.721,81,6,3,1,2,0,1
"5653",31,78,323,270,56,72,9,3,11,40,2,1,42,70,0.267,0.387,0.444,0.831,120,6,11,0,0,1,1
"5654",29,106,413,368,38,96,14,4,3,33,20,1,37,75,0.261,0.334,0.345,0.679,127,1,5,0,3,4,1
"5655",30,16,73,64,11,16,3,0,4,11,1,1,8,13,0.25,0.333,0.484,0.818,31,1,0,0,0,0,1
"5656",24,58,237,197,22,56,13,0,4,32,0,1,35,49,0.284,0.405,0.411,0.816,81,9,5,0,0,1,1
"5657",35,61,243,214,28,62,7,2,1,17,2,4,20,42,0.29,0.356,0.355,0.711,76,6,2,7,0,0,1
"5658",33,28,127,120,13,28,6,0,1,10,3,0,4,21,0.233,0.27,0.308,0.578,37,1,2,1,0,0,1
"5659",30,88,358,305,48,71,14,1,21,63,3,1,45,116,0.233,0.344,0.492,0.835,150,5,7,0,1,0,1
"5660",26,34,96,87,8,22,4,0,0,13,3,1,6,34,0.253,0.316,0.299,0.615,26,2,2,1,0,0,0
"5661",29,38,138,115,18,30,4,0,4,17,1,1,18,33,0.261,0.38,0.4,0.78,46,1,4,1,0,1,1
"5662",25,37,141,126,14,32,4,1,5,18,1,1,14,33,0.254,0.326,0.421,0.747,53,2,0,0,1,0,0
"5663",25,35,143,117,20,28,6,1,7,17,0,0,16,46,0.239,0.371,0.487,0.858,57,5,9,0,1,0,1
"5664",26,22,90,77,15,14,2,0,3,11,0,0,11,26,0.182,0.289,0.325,0.614,25,0,1,0,1,0,1
"5665",32,100,413,357,56,92,16,0,15,60,4,7,40,49,0.258,0.345,0.429,0.773,153,18,10,1,5,0,1
"5666",29,27,96,79,10,16,3,0,3,13,1,0,12,30,0.203,0.333,0.354,0.688,28,2,4,0,1,0,0
"5667",32,50,186,167,17,49,5,0,2,21,0,0,11,20,0.293,0.355,0.359,0.714,60,7,6,0,2,0,1
"5668",27,53,196,174,24,37,5,1,10,27,0,1,18,62,0.213,0.291,0.425,0.716,74,2,2,0,2,0,1
"5669",28,71,253,212,38,39,9,0,7,26,1,0,36,76,0.184,0.312,0.326,0.638,69,3,4,0,1,0,0
"5670",25,115,463,403,54,103,22,3,8,44,3,5,50,102,0.256,0.341,0.385,0.726,155,8,5,0,5,0,0
"5671",22,43,194,173,36,50,8,3,2,25,15,1,13,26,0.289,0.347,0.405,0.752,70,5,4,1,3,1,1
"5672",25,16,63,54,7,13,2,0,0,2,1,2,5,16,0.241,0.349,0.278,0.627,15,0,4,0,0,0,1
"5673",29,24,101,91,15,34,7,0,9,24,5,0,8,19,0.374,0.436,0.747,1.183,68,1,2,0,0,0,1
"5674",24,94,410,355,65,101,27,4,21,69,18,3,46,97,0.285,0.37,0.561,0.931,199,5,4,2,3,1,1
"5675",25,92,350,324,41,88,25,1,9,49,2,2,16,81,0.272,0.31,0.438,0.749,142,3,4,2,4,0,1
"5676",29,41,180,150,29,47,11,1,3,28,7,4,24,19,0.313,0.406,0.46,0.866,69,5,2,0,4,0,1
"5677",28,19,60,54,4,15,1,0,0,5,0,0,3,14,0.278,0.333,0.296,0.63,16,2,2,0,1,0,0
"5678",25,78,336,297,46,79,15,5,1,20,35,4,30,87,0.266,0.343,0.36,0.704,107,2,6,1,2,1,0
"5679",25,107,413,342,61,78,15,1,9,41,17,5,56,137,0.228,0.35,0.357,0.707,122,9,10,2,3,0,0
"5680",30,105,443,353,54,103,26,0,13,65,2,2,80,73,0.292,0.424,0.476,0.9,168,8,5,0,5,0,1
"5681",28,73,263,215,49,70,13,1,5,28,26,2,26,45,0.326,0.442,0.465,0.907,100,1,19,3,0,1,1
"5682",26,106,403,360,46,85,25,0,10,52,2,1,37,70,0.236,0.304,0.389,0.692,140,13,0,0,5,0,0
"5683",26,71,288,257,36,71,23,2,8,52,1,0,25,81,0.276,0.337,0.475,0.812,122,7,1,0,5,1,1
"5684",26,16,63,54,13,18,1,0,5,13,0,0,7,6,0.333,0.397,0.63,1.026,34,2,0,0,2,0,1
"5685",31,68,264,228,35,66,9,1,9,43,1,0,20,41,0.29,0.379,0.456,0.835,104,4,14,0,2,1,1
"5686",28,107,419,375,57,94,16,2,9,53,23,3,32,95,0.251,0.315,0.376,0.691,141,5,6,0,6,0,1
"5687",24,36,120,107,16,20,8,0,1,10,2,0,11,33,0.187,0.261,0.29,0.55,31,1,0,1,1,0,0
"5688",29,17,72,57,13,11,2,1,2,8,4,2,9,20,0.193,0.347,0.368,0.716,21,1,5,0,1,0,1
"5689",31,36,143,107,19,23,4,0,5,22,0,0,27,46,0.215,0.413,0.393,0.805,42,2,9,0,0,0,1
"5690",23,78,362,312,65,68,17,1,13,41,13,7,42,112,0.218,0.315,0.404,0.719,126,2,3,3,2,0,1
"5691",27,45,184,146,37,44,8,0,14,44,0,0,36,46,0.301,0.44,0.644,1.084,94,8,1,0,1,0,1
"5692",27,78,287,250,23,54,10,1,1,23,2,2,24,67,0.216,0.295,0.276,0.571,69,4,5,6,2,0,0
"5693",32,60,240,206,27,57,13,2,6,34,14,6,27,62,0.277,0.379,0.447,0.826,92,4,7,0,0,1,1
"5694",27,45,162,128,26,29,6,0,1,10,3,1,20,35,0.227,0.381,0.297,0.678,38,8,12,1,0,0,0
"5695",26,40,150,137,19,39,8,1,4,13,5,2,11,41,0.285,0.347,0.445,0.792,61,0,2,0,0,0,0
"5696",25,48,223,171,44,56,9,1,10,29,8,4,46,46,0.328,0.475,0.567,1.042,97,3,3,2,1,3,1
"5697",22,47,149,132,20,29,5,0,1,13,5,0,14,23,0.22,0.304,0.28,0.584,37,3,2,1,0,0,0
"5698",24,27,88,79,12,18,2,0,7,15,2,4,6,24,0.228,0.307,0.519,0.826,41,0,3,0,0,0,0
"5699",25,42,165,147,20,40,6,0,8,29,0,1,16,32,0.272,0.339,0.476,0.816,70,6,0,0,2,0,0
"5700",26,77,306,264,40,72,20,3,7,46,29,3,37,87,0.273,0.362,0.451,0.813,119,4,1,2,2,0,1
"5701",25,57,165,133,18,21,2,0,4,16,1,1,27,67,0.158,0.307,0.263,0.57,35,5,2,1,1,0,0
"5702",22,68,267,233,32,57,8,1,6,30,2,0,30,45,0.245,0.326,0.365,0.691,85,7,0,0,4,0,1
"5703",31,34,121,101,16,21,3,0,3,16,0,0,11,34,0.208,0.305,0.327,0.632,33,2,4,0,2,1,1
"5704",25,24,107,95,19,25,2,0,6,17,1,0,8,30,0.263,0.327,0.474,0.801,45,1,2,0,2,0,1
"5705",26,78,335,287,53,86,24,2,13,56,12,1,42,94,0.3,0.398,0.533,0.931,153,3,5,0,0,2,1
"5706",28,49,177,152,22,30,11,1,3,13,6,0,23,57,0.197,0.311,0.342,0.653,52,1,2,0,0,0,0
"5707",28,18,76,62,10,13,4,1,1,4,5,1,13,24,0.21,0.355,0.355,0.71,22,1,1,0,0,0,1
"5708",22,99,405,357,39,68,9,0,14,39,18,3,38,131,0.191,0.272,0.333,0.606,119,7,4,1,5,0,0
"5709",24,60,283,244,46,63,11,2,16,36,16,3,30,66,0.258,0.357,0.516,0.873,126,1,8,0,1,0,1
"5710",25,46,166,149,24,30,7,0,5,14,7,1,12,60,0.201,0.271,0.349,0.62,52,1,3,0,2,0,0
"5711",33,48,181,153,26,34,9,1,7,20,0,0,22,56,0.222,0.328,0.431,0.759,66,1,3,0,2,1,1
"5712",28,68,252,223,29,61,14,1,3,33,15,2,19,54,0.274,0.345,0.386,0.731,86,6,7,0,3,0,1
"5713",27,62,202,182,27,41,15,1,5,28,4,1,20,74,0.225,0.302,0.401,0.703,73,2,0,0,0,0,0
"5714",29,38,162,146,14,38,9,2,5,27,0,0,13,39,0.26,0.315,0.452,0.767,66,3,0,0,3,0,0
"5715",25,59,230,199,28,42,9,1,8,26,3,1,22,64,0.211,0.304,0.387,0.691,77,3,6,0,3,0,0
"5716",26,88,374,351,45,108,16,4,8,36,18,5,17,53,0.308,0.341,0.444,0.785,156,6,2,1,3,0,1
"5717",25,98,360,293,35,66,11,0,15,45,0,0,62,117,0.225,0.358,0.416,0.775,122,3,1,0,4,0,0
"5718",25,25,89,77,8,19,2,0,0,11,1,0,9,10,0.247,0.318,0.273,0.591,21,6,0,0,2,0,0
"5719",26,45,156,137,23,37,7,0,2,12,3,0,15,28,0.27,0.351,0.365,0.716,50,1,2,2,0,0,0
"5720",24,64,265,219,34,53,10,3,10,30,10,1,41,88,0.242,0.37,0.452,0.822,99,3,4,0,1,0,0
"5721",25,50,208,199,22,51,13,0,8,26,7,1,9,58,0.256,0.289,0.442,0.731,88,2,0,0,0,0,1
"5722",24,15,68,59,8,16,5,0,1,6,3,1,7,15,0.271,0.353,0.407,0.76,24,0,1,0,1,0,1
"5723",28,44,183,153,28,40,13,2,5,19,4,2,28,41,0.261,0.377,0.471,0.848,72,3,1,0,1,0,1
"5724",25,29,102,86,11,19,5,1,0,11,0,0,14,32,0.221,0.333,0.302,0.636,26,3,1,0,1,0,0
"5725",26,50,176,155,20,42,6,1,3,23,0,1,13,27,0.271,0.347,0.381,0.727,59,4,6,0,2,1,0
"5726",29,57,226,197,31,39,6,0,12,28,8,1,24,87,0.198,0.292,0.411,0.703,81,0,3,0,2,0,1
"5727",23,36,111,94,16,22,3,1,2,9,4,1,16,24,0.234,0.351,0.351,0.703,33,1,1,0,0,0,0
"5728",23,39,98,87,9,13,1,0,0,6,0,0,9,27,0.149,0.237,0.161,0.398,14,0,1,1,0,0,0
"5729",25,37,139,130,17,38,13,0,2,13,2,1,5,31,0.292,0.329,0.439,0.767,57,1,2,2,0,0,0
"5730",25,120,471,400,46,92,27,0,14,60,0,2,55,100,0.23,0.338,0.403,0.741,161,7,12,0,3,1,0
"5731",25,41,170,156,18,35,2,0,3,14,7,2,12,33,0.224,0.282,0.295,0.577,46,4,1,0,1,0,1
"5732",30,20,74,62,5,17,2,0,0,6,0,1,9,12,0.274,0.366,0.307,0.673,19,1,0,3,0,0,1
"5733",30,19,72,56,16,17,4,0,0,6,4,3,15,9,0.304,0.451,0.375,0.826,21,0,0,1,0,1,1
"5734",27,23,88,72,11,13,4,2,0,5,3,0,13,27,0.181,0.307,0.292,0.599,21,1,1,0,2,0,1
"5735",27,56,214,190,16,42,7,0,1,20,0,0,19,46,0.221,0.299,0.274,0.573,52,7,3,0,2,0,0
"5736",22,67,265,237,28,48,7,0,0,19,1,0,23,45,0.203,0.283,0.232,0.515,55,10,4,0,1,0,1
"5737",24,63,252,206,29,41,11,2,5,27,3,2,38,60,0.199,0.332,0.345,0.677,71,3,4,2,2,0,1
"5738",23,99,409,365,42,87,15,8,15,65,5,2,31,101,0.238,0.299,0.447,0.746,163,3,4,1,8,4,1
"5739",30,22,72,55,8,9,0,0,1,5,0,0,12,18,0.164,0.319,0.218,0.537,12,1,1,2,1,0,0
"5740",24,48,164,145,26,34,7,0,5,20,5,0,19,50,0.235,0.323,0.386,0.709,56,7,0,0,0,0,0
"5741",32,31,99,86,13,27,5,0,4,24,1,0,5,16,0.314,0.364,0.512,0.875,44,3,4,0,4,0,1
"5742",31,72,264,225,26,52,5,1,0,15,1,3,32,46,0.231,0.341,0.262,0.603,59,6,6,0,1,0,1
"5743",28,59,232,203,42,60,13,3,1,27,13,2,17,47,0.296,0.361,0.404,0.765,82,2,5,4,2,0,1
"5744",24,55,236,206,25,51,6,1,5,31,5,1,24,46,0.248,0.331,0.359,0.69,74,3,3,0,3,0,1
"5745",24,32,143,126,21,34,5,2,0,15,7,3,12,29,0.27,0.329,0.341,0.67,43,5,1,0,4,0,1
"5746",27,41,169,152,24,41,6,0,6,18,2,5,13,18,0.27,0.331,0.428,0.759,65,2,2,0,2,0,1
"5747",24,48,193,161,22,41,10,0,9,30,3,2,29,53,0.255,0.373,0.485,0.858,78,1,2,0,1,1,1
"5748",25,34,115,89,10,17,4,1,1,6,6,2,17,32,0.191,0.351,0.292,0.643,26,2,6,1,2,2,0
"5749",25,23,89,74,12,14,1,1,4,12,6,1,11,28,0.189,0.296,0.392,0.687,29,1,1,1,2,0,0
"5750",29,64,220,196,27,46,10,0,2,24,13,4,20,45,0.235,0.301,0.316,0.618,62,3,0,1,3,0,1
"5751",28,72,214,186,20,34,7,1,7,19,1,0,25,54,0.183,0.28,0.344,0.625,64,4,1,0,2,1,0
"5752",28,76,262,228,34,52,9,1,14,36,0,1,29,54,0.228,0.328,0.461,0.789,105,6,5,0,0,0,1
"5753",28,56,236,214,28,55,14,0,9,32,0,0,19,49,0.257,0.318,0.449,0.766,96,5,1,0,2,0,1
"5754",29,22,79,70,9,13,2,0,1,6,6,1,9,10,0.186,0.279,0.257,0.536,18,0,0,0,0,0,0
"5755",28,36,116,97,11,18,2,0,1,7,8,2,18,39,0.186,0.313,0.237,0.55,23,1,0,0,0,0,0
"5756",27,85,309,243,38,61,11,2,9,37,24,3,53,78,0.251,0.397,0.424,0.821,103,6,7,4,2,1,1
"5757",23,102,388,292,67,80,20,2,14,37,8,10,71,115,0.274,0.451,0.5,0.951,146,7,24,0,1,0,1
"5758",27,44,180,157,22,44,9,0,7,33,0,0,17,19,0.28,0.356,0.471,0.827,74,1,3,0,3,0,1
"5759",29,40,174,151,23,46,12,1,4,19,2,2,19,27,0.305,0.385,0.477,0.862,72,1,2,0,2,1,1
"5760",30,33,87,79,10,19,4,0,1,10,3,0,5,22,0.241,0.31,0.329,0.639,26,1,3,0,0,0,1
"5761",25,23,75,69,5,18,2,0,2,5,1,0,6,17,0.261,0.32,0.377,0.697,26,4,0,0,0,0,0
"5762",26,34,122,106,15,21,6,1,5,14,0,0,12,26,0.198,0.303,0.415,0.718,44,5,4,0,0,1,1
"5763",27,67,252,219,29,50,10,2,13,39,10,1,22,68,0.228,0.329,0.47,0.8,103,2,11,0,0,0,0
"5764",29,100,407,355,52,98,16,0,7,51,13,4,45,46,0.276,0.359,0.38,0.739,135,20,3,0,4,0,1
"5765",29,70,233,210,31,59,13,0,5,29,7,0,17,51,0.281,0.336,0.414,0.751,87,2,2,1,3,0,1
"5766",27,63,219,209,15,36,4,1,2,11,2,0,8,56,0.172,0.206,0.23,0.436,48,5,1,1,0,0,1
"5767",26,32,118,106,10,20,4,0,3,10,0,0,12,35,0.189,0.271,0.311,0.583,33,4,0,0,0,0,0
"5768",26,54,201,169,14,34,5,0,3,18,0,0,24,43,0.201,0.302,0.284,0.586,48,6,2,1,4,0,1
"5769",28,78,255,235,24,56,10,0,5,24,3,1,12,47,0.238,0.291,0.345,0.636,81,4,6,1,1,0,1
"5770",25,38,147,134,15,24,9,0,2,9,5,0,9,57,0.179,0.245,0.291,0.536,39,0,3,0,1,0,0
"5771",32,61,173,161,15,34,3,2,0,11,2,0,8,28,0.211,0.254,0.255,0.509,41,1,2,0,2,0,0
"5772",31,43,160,132,13,16,3,0,3,13,0,0,13,51,0.121,0.27,0.212,0.483,28,2,14,0,0,0,1
"5773",26,24,84,75,7,13,2,1,2,8,1,0,7,26,0.173,0.253,0.307,0.56,23,1,1,1,0,0,0
"5774",27,55,182,153,19,36,13,0,1,14,0,1,27,30,0.235,0.348,0.34,0.688,52,6,0,1,1,0,0
"5775",28,29,116,104,10,21,5,0,3,12,0,0,11,32,0.202,0.285,0.337,0.621,35,1,1,0,0,1,1
"5776",21,37,159,142,26,43,3,0,13,25,1,1,15,26,0.303,0.371,0.599,0.97,85,4,1,0,1,0,1
"5777",33,15,64,59,9,17,2,0,5,12,0,1,5,11,0.288,0.344,0.576,0.92,34,2,0,0,0,0,1
"5778",29,27,86,74,16,23,3,0,2,8,2,0,10,9,0.311,0.395,0.432,0.828,32,0,1,0,1,0,0
"5779",23,44,181,148,26,35,7,0,5,23,1,1,26,31,0.237,0.376,0.385,0.761,57,7,7,0,0,0,1
"5780",27,118,474,437,60,131,28,3,17,69,4,1,29,74,0.3,0.346,0.494,0.84,216,11,4,0,4,0,1
"5781",29,106,420,356,61,91,19,2,18,58,5,0,61,90,0.256,0.364,0.472,0.836,168,7,1,0,2,3,1
"5782",34,21,91,72,10,16,3,1,1,12,1,2,19,17,0.222,0.385,0.333,0.718,24,5,0,0,0,0,1
"5783",27,22,86,80,13,23,5,0,6,15,0,0,3,26,0.288,0.326,0.575,0.901,46,0,2,0,1,0,1
"5784",24,23,93,83,14,25,8,1,4,8,6,1,7,26,0.301,0.37,0.566,0.936,47,0,2,1,0,0,1
"5785",22,20,85,78,11,24,6,0,5,14,0,0,7,6,0.308,0.365,0.577,0.942,45,1,0,0,0,1,1
"5786",30,45,174,159,21,50,9,0,4,20,5,2,11,28,0.315,0.363,0.447,0.809,71,5,1,3,0,0,1
"5787",34,65,238,203,35,42,7,0,12,32,0,0,26,71,0.207,0.319,0.419,0.738,85,5,8,0,1,0,1
"5788",27,15,58,55,11,24,4,0,2,8,2,0,3,11,0.436,0.466,0.618,1.084,34,0,0,0,0,0,1
"5789",29,70,204,177,26,35,6,2,5,17,2,2,26,51,0.198,0.299,0.339,0.638,60,1,0,0,1,0,1
"5790",25,32,74,64,5,11,3,0,1,4,0,0,10,16,0.172,0.284,0.266,0.549,17,1,0,0,0,0,1
"5791",30,26,96,81,14,15,6,0,3,12,0,1,13,28,0.185,0.292,0.37,0.662,30,4,0,0,2,0,1
"5792",24,33,117,102,10,13,2,1,0,7,7,2,12,38,0.128,0.226,0.167,0.393,17,2,1,2,0,0,1
"5793",25,40,153,122,21,32,8,2,4,19,4,2,25,27,0.262,0.392,0.459,0.851,56,2,3,0,3,0,0
"5794",26,94,407,353,59,88,21,1,7,43,15,8,46,84,0.249,0.341,0.374,0.715,132,11,4,2,2,1,1
"5795",26,104,438,383,54,89,22,5,5,41,7,0,46,108,0.232,0.32,0.355,0.676,136,8,5,1,3,0,1
"5796",24,66,293,272,48,88,17,0,12,50,2,4,17,59,0.324,0.362,0.518,0.88,141,4,1,0,3,0,1
"5797",28,32,136,117,13,19,6,0,6,18,0,0,17,45,0.162,0.272,0.368,0.64,43,3,1,0,1,1,1
"5798",27,23,92,83,14,21,3,0,3,9,4,0,8,16,0.253,0.315,0.398,0.713,33,1,0,0,1,0,0
"5799",26,104,443,414,68,131,35,0,11,67,4,2,23,77,0.316,0.351,0.481,0.831,199,9,1,1,4,1,0
"5800",27,48,212,178,36,59,15,0,10,44,0,1,31,43,0.332,0.425,0.584,1.009,104,4,0,0,3,1,1
"5801",23,17,75,61,11,8,2,0,0,2,4,2,14,23,0.131,0.293,0.164,0.457,10,1,0,0,0,0,0
"5802",25,78,317,282,46,69,19,3,16,48,4,0,33,98,0.245,0.325,0.504,0.828,142,6,1,0,1,0,0
"5803",25,68,304,271,52,93,17,2,16,51,10,3,25,59,0.343,0.408,0.598,1.006,162,3,6,0,2,0,1
"5804",25,103,410,333,41,82,18,2,7,46,1,5,64,85,0.246,0.379,0.375,0.754,125,9,9,1,3,0,0
"5805",23,30,133,122,22,35,4,2,10,19,5,1,6,35,0.287,0.346,0.598,0.944,73,0,5,0,0,0,0
"5806",32,28,113,103,11,32,3,0,0,4,2,0,9,19,0.311,0.372,0.34,0.712,35,3,1,0,0,0,0
"5807",29,19,73,69,3,16,2,0,0,8,2,1,2,17,0.232,0.25,0.261,0.511,18,3,0,1,1,0,1
"5808",25,59,220,182,26,35,4,0,12,28,0,0,31,87,0.192,0.332,0.412,0.744,75,3,7,0,0,0,0
"5809",23,68,238,207,41,40,7,2,10,31,3,0,21,82,0.193,0.287,0.391,0.678,81,2,7,1,2,0,0
"5810",25,94,397,362,70,115,29,4,16,72,24,3,26,122,0.318,0.369,0.553,0.921,200,4,5,1,3,0,1
"5811",28,37,146,113,25,30,5,0,2,15,4,0,30,29,0.266,0.418,0.363,0.781,41,0,1,0,2,0,1
"5812",24,17,68,54,10,19,5,1,2,11,2,1,11,8,0.352,0.485,0.593,1.078,32,2,3,0,0,0,1
"5813",30,20,83,75,4,13,0,0,1,6,0,0,6,19,0.173,0.241,0.213,0.454,16,3,1,0,1,0,1
"5814",29,83,300,261,44,65,13,3,2,26,7,2,33,38,0.249,0.34,0.345,0.685,90,10,4,0,2,0,1
"5815",25,90,279,233,51,64,15,4,5,32,19,2,43,59,0.275,0.389,0.438,0.826,102,2,1,1,1,0,0
"5816",31,25,91,74,13,14,2,1,1,7,0,0,15,22,0.189,0.33,0.284,0.614,21,0,1,0,1,0,1
"5817",30,54,216,177,36,41,12,1,6,24,10,2,36,52,0.232,0.361,0.412,0.774,73,0,1,0,2,0,1
"5818",30,84,356,313,60,92,21,0,28,81,0,0,33,90,0.294,0.365,0.629,0.995,197,9,5,0,5,0,1
"5819",23,106,409,361,47,72,12,0,9,48,0,1,40,106,0.199,0.281,0.308,0.589,111,6,3,0,5,0,0
"5820",33,25,79,70,10,14,3,0,3,9,0,0,9,17,0.2,0.291,0.371,0.663,26,0,0,0,0,0,1
"5821",23,17,74,68,18,19,4,0,1,10,0,0,6,15,0.279,0.338,0.382,0.72,26,1,0,0,0,0,1
"5822",27,38,120,111,12,21,5,1,3,15,0,0,8,50,0.189,0.25,0.333,0.583,37,7,1,0,0,0,0
"5823",26,40,171,147,35,40,8,3,7,21,4,2,20,26,0.272,0.368,0.51,0.879,75,2,3,0,1,0,1
"5824",26,78,349,314,57,92,13,3,13,56,6,0,29,84,0.293,0.352,0.478,0.83,150,11,2,0,4,0,1
"5825",25,50,204,180,24,42,9,2,4,19,1,1,20,58,0.233,0.319,0.372,0.691,67,2,3,0,1,0,1
"5826",26,72,318,272,60,80,14,2,19,69,8,3,27,74,0.294,0.393,0.57,0.963,155,2,18,0,1,0,1
"5827",29,26,113,91,20,37,8,0,8,27,0,0,17,11,0.407,0.504,0.758,1.263,69,2,3,0,2,0,1
"5828",27,87,379,321,69,90,24,1,19,67,0,1,46,108,0.28,0.382,0.539,0.921,173,8,8,0,2,0,1
"5829",22,52,231,206,39,64,18,0,16,45,0,0,23,27,0.311,0.381,0.631,1.012,130,4,1,0,1,0,1
"5830",24,91,347,331,40,103,20,0,8,51,0,2,11,68,0.311,0.331,0.444,0.776,147,10,1,0,4,0,0
"5831",31,54,198,174,23,40,9,0,0,15,3,1,19,41,0.23,0.315,0.282,0.596,49,4,3,1,1,0,1
"5832",32,56,225,186,39,51,14,1,12,35,4,0,34,61,0.274,0.396,0.554,0.949,103,0,4,0,1,1,1
"5833",29,43,180,148,28,38,7,0,10,32,0,0,26,32,0.257,0.361,0.507,0.868,75,6,1,0,5,0,1
"5834",29,26,107,93,10,20,6,1,2,13,0,1,8,20,0.215,0.308,0.366,0.674,34,4,5,0,1,0,1
"5835",22,22,88,78,10,16,3,0,1,6,0,0,7,32,0.205,0.284,0.282,0.566,22,1,2,0,1,0,1
"5836",25,99,362,338,43,63,11,4,7,35,6,7,20,126,0.186,0.235,0.305,0.54,103,4,2,0,2,0,0
"5837",28,66,305,247,46,65,9,1,5,18,16,2,50,62,0.263,0.392,0.368,0.76,91,1,3,4,1,0,1
"5838",25,78,318,279,48,64,18,2,10,32,3,2,33,92,0.229,0.315,0.416,0.73,116,2,3,0,3,0,1
"5839",26,92,358,329,42,76,14,0,16,55,3,1,21,107,0.231,0.288,0.42,0.707,138,5,6,0,2,0,0
"5840",23,61,251,192,42,48,7,2,1,13,21,10,51,44,0.25,0.424,0.323,0.747,62,1,7,1,0,0,1
"5841",31,64,268,248,41,72,18,0,13,44,7,1,16,79,0.29,0.336,0.52,0.856,129,3,2,0,2,0,1
"5842",28,30,129,114,21,39,11,1,7,27,1,0,12,18,0.342,0.411,0.64,1.051,73,1,2,0,1,1,1
"5843",23,35,156,135,29,47,14,0,9,21,0,0,18,34,0.348,0.436,0.652,1.088,88,2,3,0,0,1,0
"5844",26,46,172,161,19,43,7,1,3,16,1,1,11,34,0.267,0.314,0.379,0.693,61,1,0,0,0,0,1
"5845",25,96,374,332,49,76,16,4,17,57,5,3,40,131,0.229,0.313,0.455,0.768,151,3,1,0,1,1,0
"5846",25,24,107,104,12,30,7,2,4,26,1,1,2,17,0.289,0.299,0.51,0.809,53,3,0,0,1,0,1
"5847",26,37,130,119,10,31,8,2,0,9,1,0,9,33,0.261,0.315,0.361,0.677,43,0,1,0,1,0,0
"5848",25,39,161,129,27,32,4,2,10,27,2,3,28,34,0.248,0.388,0.543,0.93,70,3,2,1,1,1,1
"5849",24,77,324,315,46,106,17,2,23,74,0,0,7,42,0.337,0.352,0.622,0.974,196,12,1,0,1,0,1
"5850",26,22,93,85,15,30,6,0,1,6,0,1,7,16,0.353,0.409,0.459,0.867,39,4,1,0,0,0,1
"5851",22,87,381,322,57,79,19,2,17,55,13,5,49,95,0.245,0.343,0.475,0.818,153,2,2,2,6,3,1
"5852",23,28,111,99,13,15,1,1,3,12,8,2,11,47,0.152,0.236,0.273,0.509,27,1,0,1,0,0,1
"5853",24,99,411,364,58,100,24,2,22,75,3,1,29,94,0.275,0.349,0.533,0.882,194,12,14,0,3,0,1
"5854",24,48,202,184,22,41,8,0,5,21,2,3,16,46,0.223,0.287,0.348,0.635,64,0,1,0,1,0,0
"5855",27,20,80,67,19,23,2,1,3,11,3,1,12,20,0.343,0.45,0.537,0.987,36,0,1,0,0,0,1
"5856",30,100,351,319,57,81,12,6,7,30,23,2,26,76,0.254,0.319,0.395,0.714,126,4,5,0,1,0,0
