"","Age","G","PA","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","TB","GDP","HBP","SH","SF","IBB","Promoted"
"5409",26,49,157,152,9,22,5,0,2,12,0,0,3,29,0.145,0.16,0.217,0.377,33,1,0,1,1,0,0
"5410",22,89,353,321,50,85,15,0,11,44,9,7,30,97,0.265,0.33,0.414,0.744,133,3,1,1,0,0,1
"5411",29,13,53,51,7,10,2,0,4,16,0,0,2,6,0.196,0.226,0.471,0.697,24,2,0,0,0,0,1
"5412",29,102,355,310,36,67,9,3,9,35,6,3,35,88,0.216,0.309,0.352,0.66,109,10,7,2,1,0,1
"5413",33,63,167,138,19,24,6,0,4,15,3,0,26,63,0.174,0.305,0.304,0.61,42,1,1,0,2,1,1
"5414",22,103,459,404,70,97,22,1,11,37,28,9,47,142,0.24,0.329,0.381,0.71,154,5,7,0,1,0,0
"5415",27,31,100,79,17,14,4,1,2,7,4,1,19,43,0.177,0.343,0.329,0.673,26,0,1,1,0,1,1
"5416",27,31,120,110,18,36,12,1,3,15,0,0,8,17,0.327,0.375,0.536,0.911,59,2,1,0,1,0,1
"5417",22,32,114,105,12,22,2,0,3,19,1,0,4,26,0.21,0.246,0.314,0.56,33,4,2,0,3,0,1
"5418",27,25,85,78,11,16,5,0,1,8,0,0,7,23,0.205,0.271,0.308,0.578,24,3,0,0,0,0,1
"5419",25,19,60,52,8,15,4,1,1,5,0,0,7,17,0.289,0.383,0.462,0.845,24,0,1,0,0,0,0
"5420",27,101,378,327,39,70,18,0,15,64,0,1,40,148,0.214,0.31,0.407,0.716,133,6,7,0,4,0,1
"5421",28,18,80,71,13,15,7,0,2,9,1,0,8,15,0.211,0.288,0.394,0.682,28,1,0,0,1,0,1
"5422",24,19,71,61,7,16,3,0,1,9,0,0,4,17,0.262,0.338,0.361,0.699,22,0,4,0,2,0,1
"5423",24,51,206,172,22,44,12,0,8,24,2,1,29,69,0.256,0.374,0.465,0.839,80,3,4,0,1,0,1
"5424",26,46,168,126,27,32,8,3,6,15,0,0,41,26,0.254,0.435,0.508,0.942,64,2,0,0,1,1,0
"5425",27,49,149,127,12,34,7,0,1,22,0,1,20,37,0.268,0.369,0.347,0.716,44,1,1,0,1,2,0
"5426",27,23,66,53,8,13,4,0,0,4,0,0,11,14,0.245,0.379,0.321,0.7,17,1,1,0,1,0,1
"5427",29,70,267,242,46,69,10,1,9,32,24,3,18,65,0.285,0.346,0.446,0.792,108,5,5,1,1,0,0
"5428",26,20,59,55,10,10,1,1,1,4,4,0,4,21,0.182,0.237,0.291,0.528,16,2,0,0,0,0,0
"5429",27,93,370,327,52,74,16,4,11,39,9,3,34,92,0.226,0.305,0.401,0.706,131,4,5,0,4,0,1
"5430",30,46,155,129,17,29,9,0,1,15,2,0,22,50,0.225,0.351,0.318,0.668,41,3,3,1,0,1,1
"5431",27,21,75,67,7,12,2,0,1,4,0,0,6,17,0.179,0.267,0.254,0.52,17,1,2,0,0,0,1
"5432",30,23,91,84,8,30,6,0,3,18,4,1,6,16,0.357,0.396,0.536,0.931,45,3,0,0,1,0,1
"5433",26,77,329,291,42,79,15,0,9,56,0,1,30,44,0.272,0.347,0.416,0.762,121,13,5,0,3,0,1
"5434",31,17,64,55,12,13,4,0,5,19,1,0,9,19,0.236,0.344,0.582,0.926,32,2,0,0,0,0,1
"5435",26,39,157,146,18,40,11,2,6,19,2,0,10,45,0.274,0.325,0.5,0.825,73,0,1,0,0,0,1
"5436",27,34,153,133,26,30,7,0,4,20,1,3,15,24,0.226,0.301,0.368,0.669,49,2,1,0,4,0,1
"5437",27,28,88,78,6,9,3,0,0,3,0,0,10,25,0.115,0.216,0.154,0.37,12,3,0,0,0,0,1
"5438",25,69,155,136,18,27,5,2,2,9,5,2,16,38,0.199,0.297,0.309,0.606,42,3,3,0,0,0,1
"5439",21,44,176,143,19,35,7,0,1,14,9,2,32,35,0.245,0.381,0.315,0.695,45,1,0,0,1,1,0
"5440",26,70,287,251,45,72,15,1,11,47,2,0,21,42,0.287,0.353,0.486,0.84,122,11,7,0,4,1,0
"5441",26,70,246,217,34,58,11,1,16,35,8,2,28,57,0.267,0.354,0.548,0.902,119,5,1,0,0,0,0
"5442",25,74,204,182,22,41,5,0,8,18,2,1,18,39,0.225,0.295,0.385,0.68,70,8,0,4,0,1,0
"5443",22,45,172,154,19,36,7,0,4,22,0,1,17,27,0.234,0.31,0.357,0.667,55,4,0,0,0,0,0
"5444",24,114,407,357,55,93,17,4,14,51,6,4,43,79,0.261,0.342,0.448,0.79,160,5,3,0,4,1,0
"5445",27,57,142,128,19,30,5,0,8,20,0,0,12,46,0.234,0.303,0.461,0.764,59,3,1,0,1,0,0
"5446",24,33,131,111,23,32,5,0,6,25,4,2,15,23,0.288,0.389,0.496,0.885,55,0,4,0,1,0,0
"5447",21,76,328,303,45,83,14,1,14,48,3,1,20,63,0.274,0.32,0.465,0.785,141,5,2,0,3,1,0
"5448",30,21,77,67,8,17,4,0,0,5,0,2,7,17,0.254,0.325,0.313,0.638,21,0,1,0,2,0,1
"5449",25,77,305,266,39,54,12,1,4,18,5,4,33,94,0.203,0.291,0.301,0.592,80,6,1,3,2,0,1
"5450",26,37,90,83,4,19,6,1,0,7,0,0,6,17,0.229,0.289,0.325,0.614,27,4,1,0,0,0,0
"5451",25,116,445,396,51,96,14,1,1,27,15,6,36,105,0.242,0.305,0.29,0.596,115,11,3,3,7,1,0
"5452",28,36,148,128,16,25,4,0,3,14,3,0,15,31,0.195,0.304,0.297,0.601,38,5,5,0,0,1,1
"5453",23,35,136,117,21,36,2,1,6,19,1,3,17,25,0.308,0.404,0.496,0.9,58,0,2,0,0,3,1
"5454",24,57,177,160,19,37,7,0,2,13,0,0,15,49,0.231,0.301,0.313,0.614,50,4,1,1,0,0,0
"5455",24,27,102,75,19,20,3,2,2,8,4,1,20,18,0.267,0.455,0.44,0.895,33,0,6,0,0,0,0
"5456",26,118,466,391,66,99,22,4,11,62,11,1,62,81,0.253,0.366,0.414,0.78,162,6,9,1,3,0,0
"5457",27,21,93,85,14,20,3,0,6,19,0,0,8,22,0.235,0.301,0.482,0.784,41,4,0,0,0,0,1
"5458",24,70,270,251,24,69,10,0,4,22,0,2,18,47,0.275,0.322,0.363,0.685,91,14,0,0,1,0,1
"5459",31,30,112,102,8,19,3,1,5,11,0,0,7,29,0.186,0.236,0.382,0.619,39,1,0,1,1,0,1
"5460",25,30,127,113,18,30,5,2,4,20,3,2,12,35,0.266,0.339,0.451,0.79,51,2,1,0,1,0,1
"5461",25,23,88,84,10,23,4,1,6,19,1,0,3,23,0.274,0.307,0.56,0.866,47,2,1,0,0,0,1
"5462",23,92,357,304,56,88,25,0,22,63,1,3,42,69,0.29,0.382,0.589,0.971,179,5,6,0,4,1,0
"5463",25,84,340,289,43,51,11,0,15,36,9,1,47,71,0.177,0.297,0.37,0.667,107,7,3,0,1,0,0
"5464",26,17,58,52,5,9,1,0,2,8,1,0,5,22,0.173,0.241,0.308,0.549,16,2,0,0,1,0,1
"5465",26,84,335,267,37,50,8,0,10,23,1,0,40,108,0.187,0.352,0.33,0.682,88,1,28,0,0,0,0
"5466",24,54,209,191,19,30,4,1,4,16,1,2,14,69,0.157,0.225,0.251,0.476,48,7,3,0,1,0,0
"5467",26,58,214,182,22,41,10,1,4,21,4,0,21,41,0.225,0.316,0.357,0.673,65,1,5,2,4,0,0
"5468",26,25,94,90,10,21,4,0,4,13,1,1,4,21,0.233,0.266,0.411,0.677,37,2,0,0,0,0,1
"5469",26,91,349,303,39,67,12,2,10,35,12,8,40,109,0.221,0.317,0.373,0.69,113,7,3,1,1,0,0
"5470",23,70,295,255,34,62,9,3,11,37,11,3,35,68,0.243,0.337,0.431,0.768,110,9,2,0,2,0,1
"5471",25,18,74,69,7,19,1,0,5,20,0,1,4,10,0.275,0.311,0.507,0.818,35,4,0,0,1,0,1
"5472",26,27,112,96,12,20,4,2,1,5,5,3,14,25,0.208,0.321,0.323,0.644,31,4,2,0,0,0,1
"5473",26,112,455,408,49,90,21,6,9,43,13,3,40,133,0.221,0.288,0.368,0.655,150,5,0,3,4,0,0
"5474",24,27,123,101,25,31,3,1,11,23,7,3,21,33,0.307,0.423,0.683,1.106,69,0,0,0,1,0,1
"5475",30,50,190,171,21,36,6,0,5,24,5,1,17,42,0.211,0.29,0.333,0.623,57,7,2,0,0,1,1
"5476",24,64,257,224,32,52,16,0,9,33,5,1,29,63,0.232,0.324,0.424,0.748,95,3,2,1,1,0,0
"5477",24,111,453,401,45,91,18,0,16,52,1,1,42,91,0.227,0.305,0.392,0.696,157,13,5,0,5,0,1
"5478",27,48,164,150,11,25,5,1,1,11,1,0,11,51,0.167,0.222,0.233,0.456,35,4,0,1,1,0,0
"5479",23,43,185,157,25,49,9,2,5,20,2,2,24,33,0.312,0.405,0.49,0.896,77,1,2,0,2,0,0
"5480",23,22,93,81,10,22,2,0,3,11,1,0,12,32,0.272,0.366,0.407,0.773,33,2,0,0,0,0,0
"5481",27,24,101,89,14,23,6,1,4,12,1,1,9,25,0.258,0.34,0.483,0.823,43,2,2,1,0,0,1
"5482",28,22,82,80,9,18,1,0,2,7,0,0,2,22,0.225,0.244,0.313,0.556,25,0,0,0,0,0,1
"5483",29,36,146,123,17,30,6,0,2,7,0,0,21,39,0.244,0.352,0.342,0.693,42,7,0,1,1,0,1
"5484",24,44,163,150,23,36,9,1,10,23,3,0,12,53,0.24,0.301,0.513,0.814,77,1,1,0,0,0,0
"5485",31,45,182,165,32,46,11,0,11,32,1,0,14,44,0.279,0.33,0.546,0.875,90,4,0,0,3,0,1
"5486",25,82,340,310,46,85,16,2,18,54,0,0,24,91,0.274,0.332,0.513,0.845,159,10,4,0,2,1,1
"5487",29,15,60,54,7,12,2,0,2,5,5,0,3,16,0.222,0.283,0.37,0.654,20,1,2,0,1,0,1
"5488",24,50,174,156,15,37,6,2,2,11,2,1,14,45,0.237,0.305,0.34,0.644,53,3,2,0,2,0,0
"5489",25,40,163,137,24,33,4,0,7,20,9,2,22,41,0.241,0.352,0.423,0.775,58,1,2,1,1,0,1
"5490",24,15,60,54,9,20,6,0,4,14,3,0,5,15,0.37,0.417,0.704,1.12,38,1,0,0,1,0,1
"5491",30,24,95,86,12,21,4,0,3,11,2,2,9,31,0.244,0.316,0.395,0.711,34,1,0,0,0,0,1
"5492",28,97,354,334,35,89,18,2,5,34,1,2,10,60,0.267,0.286,0.377,0.663,126,2,2,1,7,0,1
"5493",30,16,69,61,6,15,5,0,3,8,0,0,8,15,0.246,0.333,0.475,0.809,29,1,0,0,0,0,1
"5494",31,106,410,367,60,92,18,1,26,62,8,2,31,102,0.251,0.318,0.518,0.836,190,8,7,1,4,1,1
"5495",27,25,105,96,16,26,4,0,3,8,1,1,7,20,0.271,0.327,0.406,0.733,39,1,1,0,0,0,1
"5496",28,59,239,222,32,61,7,1,11,29,3,0,11,39,0.275,0.318,0.464,0.782,103,8,4,0,2,0,1
"5497",26,54,167,153,20,24,6,0,6,14,0,0,11,80,0.157,0.216,0.314,0.529,48,1,1,0,2,0,0
"5498",27,82,306,269,40,52,8,0,12,23,10,3,27,85,0.193,0.283,0.357,0.64,96,7,7,2,1,0,0
"5499",30,93,367,309,40,83,20,2,5,35,5,3,51,93,0.269,0.373,0.395,0.768,122,8,3,0,4,1,1
"5500",26,18,65,60,7,19,4,0,2,10,0,3,3,14,0.317,0.369,0.483,0.853,29,0,2,0,0,0,0
"5501",24,115,476,448,59,112,30,3,11,54,4,1,21,119,0.25,0.286,0.404,0.69,181,10,3,0,4,1,0
"5502",25,60,254,227,36,67,15,0,11,46,1,1,25,55,0.295,0.362,0.507,0.869,115,2,0,0,2,0,1
"5503",27,39,138,126,15,33,7,1,4,13,4,0,7,36,0.262,0.314,0.429,0.743,54,1,3,1,1,0,1
"5504",27,43,179,155,19,26,5,0,8,20,0,1,20,75,0.168,0.263,0.355,0.617,55,4,1,0,3,0,1
"5505",24,39,181,162,33,48,11,2,6,23,7,3,15,39,0.296,0.365,0.5,0.865,81,2,3,0,1,0,1
"5506",31,53,181,166,15,46,9,1,1,17,0,0,14,25,0.277,0.333,0.361,0.695,60,2,0,1,0,0,1
"5507",25,97,413,369,66,91,15,6,18,59,4,1,36,94,0.247,0.312,0.466,0.778,172,4,2,0,6,0,0
"5508",33,17,60,51,8,9,1,0,4,9,0,0,7,20,0.177,0.283,0.431,0.715,22,1,1,0,1,0,1
"5509",27,78,295,263,45,68,10,0,14,51,0,2,27,65,0.259,0.325,0.456,0.782,120,7,1,0,4,1,0
"5510",29,14,62,54,7,10,0,0,0,2,1,0,7,16,0.185,0.274,0.185,0.459,10,1,0,0,1,0,1
"5511",20,40,185,159,36,49,9,3,8,30,4,0,22,51,0.308,0.4,0.554,0.954,88,3,3,0,1,1,0
"5512",28,33,134,119,9,24,6,0,1,9,0,0,13,49,0.202,0.284,0.277,0.561,33,2,1,0,1,0,1
"5513",25,34,141,125,21,40,5,3,4,15,4,1,10,39,0.32,0.377,0.504,0.881,63,2,2,3,1,0,1
"5514",29,73,301,269,31,62,14,0,7,26,1,2,28,103,0.231,0.312,0.361,0.673,97,4,4,0,0,0,1
"5515",23,41,162,135,28,41,8,0,7,22,5,2,24,39,0.304,0.407,0.519,0.926,70,1,1,0,2,1,0
"5516",26,25,95,88,9,19,4,0,7,13,0,0,7,19,0.216,0.274,0.5,0.774,44,1,0,0,0,0,0
"5517",27,74,311,265,59,77,14,2,20,64,1,0,31,76,0.291,0.383,0.585,0.968,155,7,11,0,4,0,1
"5518",22,72,315,253,39,67,10,2,11,42,0,0,56,47,0.265,0.397,0.451,0.847,114,11,2,0,4,0,1
"5519",25,58,191,171,23,34,8,4,0,13,7,2,14,29,0.199,0.263,0.292,0.556,50,2,2,1,3,1,0
"5520",26,37,122,109,9,11,3,0,2,13,1,0,11,41,0.101,0.183,0.184,0.367,20,4,0,1,0,0,0
"5521",26,20,91,78,13,30,7,2,1,10,5,2,10,17,0.385,0.462,0.564,1.026,44,2,2,0,1,0,1
"5522",26,78,288,239,37,62,10,3,5,28,15,9,46,104,0.259,0.385,0.389,0.775,93,1,3,0,0,0,1
"5523",29,116,483,434,67,126,26,3,29,94,1,1,42,127,0.29,0.362,0.565,0.927,245,14,7,0,0,2,0
"5524",26,46,198,157,30,37,7,0,9,29,2,1,33,47,0.236,0.389,0.452,0.841,71,1,7,0,1,0,1
"5525",27,89,343,303,51,77,13,5,21,58,2,1,33,100,0.254,0.339,0.538,0.877,163,2,6,0,0,5,1
"5526",21,40,177,147,35,35,8,1,11,27,1,0,23,36,0.238,0.35,0.531,0.881,78,5,4,0,3,1,0
"5527",28,38,148,131,21,33,6,0,5,15,9,5,11,31,0.252,0.329,0.412,0.741,54,3,4,2,0,0,0
"5528",24,57,227,206,35,49,12,1,14,35,12,2,20,68,0.238,0.304,0.51,0.814,105,3,0,0,1,1,0
"5529",26,80,284,252,29,57,7,0,8,32,8,2,20,63,0.226,0.289,0.349,0.639,88,6,4,3,4,0,0
"5530",27,26,98,89,10,27,5,0,4,16,1,0,5,18,0.303,0.357,0.494,0.852,44,0,3,0,1,0,1
"5531",34,35,133,124,23,34,7,0,5,16,2,0,6,29,0.274,0.311,0.452,0.762,56,2,1,1,1,0,1
"5532",23,57,252,215,41,52,14,0,4,21,19,2,33,61,0.242,0.347,0.363,0.709,78,6,2,1,1,0,0
"5533",24,105,451,394,62,106,18,3,15,55,22,5,45,91,0.269,0.357,0.444,0.801,175,7,10,0,2,2,1
"5534",25,35,92,75,14,15,1,0,2,5,1,1,14,27,0.2,0.348,0.293,0.641,22,2,3,0,0,0,0
"5535",25,46,176,148,23,33,4,1,6,20,11,0,24,60,0.223,0.333,0.385,0.718,57,0,1,2,1,0,0
"5536",29,115,489,433,78,113,14,2,32,88,3,1,47,109,0.261,0.337,0.524,0.862,227,12,5,0,4,1,1
"5537",26,55,228,203,22,50,10,1,7,30,1,2,22,41,0.246,0.317,0.409,0.726,83,4,0,1,2,1,1
"5538",22,44,184,150,37,44,4,3,13,38,1,2,32,39,0.293,0.413,0.62,1.033,93,0,0,0,2,0,0
"5539",27,69,251,219,35,47,6,0,12,35,9,2,24,67,0.215,0.304,0.406,0.71,89,3,5,1,2,0,0
"5540",27,19,82,72,22,27,4,0,12,25,3,0,9,15,0.375,0.451,0.931,1.382,67,1,1,0,0,1,1
"5541",25,66,292,256,54,80,12,3,15,36,12,4,29,46,0.313,0.397,0.559,0.956,143,6,7,0,0,1,1
"5542",22,63,270,224,54,58,15,3,21,55,5,0,37,77,0.259,0.367,0.634,1.001,142,0,4,0,5,0,0
"5543",25,63,282,255,48,73,17,2,19,57,3,0,22,58,0.286,0.348,0.592,0.94,151,6,3,0,2,0,1
"5544",22,42,163,150,18,39,7,1,3,26,2,1,10,45,0.26,0.319,0.38,0.699,57,3,3,0,0,1,1
"5545",28,27,105,97,18,25,6,1,7,17,1,0,7,25,0.258,0.305,0.557,0.862,54,2,0,0,1,0,1
"5546",24,54,212,172,19,40,9,1,5,18,2,2,32,68,0.233,0.367,0.384,0.75,66,1,5,2,1,1,1
"5547",21,62,285,253,55,72,24,0,17,46,15,3,26,64,0.285,0.352,0.581,0.933,147,0,2,1,3,1,0
"5548",29,22,94,89,13,25,3,0,2,8,3,0,3,4,0.281,0.319,0.382,0.701,34,5,2,0,0,1,1
"5549",24,30,96,90,13,19,5,2,3,14,0,0,5,34,0.211,0.25,0.411,0.661,37,2,0,0,1,0,0
"5550",27,26,100,91,17,19,3,1,1,11,3,0,7,26,0.209,0.28,0.297,0.577,27,1,2,0,0,0,0
"5551",31,73,257,221,38,41,6,0,9,26,10,1,30,113,0.186,0.288,0.335,0.623,74,1,3,0,3,0,1
"5552",22,49,211,183,27,53,13,0,5,24,4,0,24,43,0.29,0.384,0.443,0.827,81,4,4,0,0,1,1
"5553",26,95,394,343,62,85,26,2,18,63,12,5,34,117,0.248,0.335,0.493,0.828,169,5,13,0,4,2,0
"5554",34,24,90,75,9,7,2,0,2,4,0,0,14,31,0.093,0.244,0.2,0.444,15,3,1,0,0,0,1
"5555",25,18,77,71,11,20,0,1,3,9,7,2,6,12,0.282,0.338,0.437,0.774,31,1,0,0,0,0,1
"5556",24,24,103,83,13,18,4,0,5,16,0,0,16,26,0.217,0.34,0.446,0.786,37,4,1,0,3,0,1
"5557",30,64,239,195,30,42,8,2,5,30,2,1,40,63,0.215,0.36,0.354,0.714,69,3,4,0,0,1,1
"5558",27,107,398,354,59,93,16,2,19,56,10,2,34,135,0.263,0.334,0.48,0.814,170,9,6,0,4,2,0
"5559",24,14,62,51,13,9,1,0,3,7,0,0,6,21,0.177,0.323,0.373,0.695,19,2,5,0,0,0,1
"5560",32,95,370,318,59,80,13,2,16,50,12,5,40,114,0.252,0.354,0.456,0.81,145,9,11,0,1,0,0
"5561",23,80,373,341,61,117,24,0,17,56,0,2,25,49,0.343,0.397,0.563,0.96,192,7,6,0,1,1,0
"5562",29,27,93,84,5,17,4,0,2,11,0,0,7,12,0.202,0.269,0.321,0.59,27,5,1,0,1,0,0
"5563",30,18,80,66,13,21,5,0,5,14,0,0,12,13,0.318,0.425,0.621,1.046,41,2,1,0,1,0,1
"5564",29,91,350,317,42,64,13,2,7,40,3,3,23,62,0.202,0.269,0.322,0.59,102,8,7,0,3,1,1
"5565",26,62,267,220,40,54,8,1,20,49,1,2,38,80,0.246,0.367,0.564,0.931,124,7,6,0,3,2,1
"5566",23,34,136,122,18,31,6,0,5,22,0,0,10,35,0.254,0.324,0.426,0.75,52,3,3,0,1,0,1
"5567",28,45,167,146,23,37,12,1,2,12,1,0,19,38,0.253,0.337,0.39,0.728,57,1,0,1,1,0,0
"5568",30,101,453,423,51,125,12,2,12,50,5,1,26,58,0.296,0.34,0.418,0.758,177,6,3,0,1,0,1
"5569",29,82,301,274,38,66,14,1,10,38,0,1,21,74,0.241,0.309,0.409,0.718,112,3,6,0,0,0,0
"5570",26,56,226,189,37,58,12,0,14,41,9,4,33,78,0.307,0.42,0.593,1.013,112,1,4,0,0,2,1
"5571",29,92,363,331,46,93,18,1,14,60,4,1,28,73,0.281,0.339,0.468,0.807,155,13,2,0,2,0,1
"5572",23,18,70,54,18,15,3,0,3,7,0,0,13,13,0.278,0.414,0.5,0.914,27,2,1,0,2,0,1
"5573",25,25,110,97,19,27,6,0,8,20,1,1,6,26,0.278,0.364,0.588,0.951,57,0,7,0,0,0,1
"5574",26,33,139,122,23,35,8,0,8,23,0,0,14,28,0.287,0.367,0.549,0.916,67,4,2,0,1,2,1
"5575",31,39,137,119,16,28,3,0,2,17,0,0,17,16,0.235,0.336,0.311,0.647,37,7,1,0,0,2,1
"5576",28,38,144,127,18,32,10,0,0,10,0,0,15,29,0.252,0.333,0.331,0.664,42,4,1,0,1,0,1
"5577",30,47,175,154,11,29,7,0,3,18,0,0,18,45,0.188,0.269,0.292,0.561,45,1,0,0,3,1,1
"5578",27,51,214,179,19,35,5,2,3,22,0,1,24,58,0.196,0.318,0.296,0.614,53,2,9,0,2,1,1
"5579",23,38,111,102,13,25,2,0,2,9,2,1,4,27,0.245,0.3,0.324,0.624,33,3,4,1,0,0,0
"5580",25,104,385,334,43,91,25,1,9,55,2,4,40,70,0.273,0.352,0.434,0.786,145,8,4,1,6,1,0
"5581",21,48,210,183,29,42,4,1,1,12,8,1,26,33,0.23,0.325,0.279,0.604,51,2,0,1,0,0,1
"5582",28,20,69,54,5,14,2,0,1,10,3,0,13,10,0.259,0.406,0.352,0.758,19,0,1,0,1,0,1
"5583",25,64,249,225,27,56,12,4,2,23,10,3,19,67,0.249,0.321,0.364,0.686,82,8,5,0,0,1,1
"5584",27,97,366,328,55,77,11,0,20,53,2,2,29,124,0.235,0.306,0.451,0.757,148,5,6,0,3,2,1
"5585",24,49,150,127,12,26,3,0,1,14,3,0,20,52,0.205,0.322,0.252,0.574,32,2,2,1,0,0,0
"5586",32,57,212,193,22,48,12,0,5,24,0,1,13,42,0.249,0.295,0.389,0.684,75,3,1,2,3,0,1
"5587",25,108,371,317,45,62,25,0,5,29,6,3,41,111,0.196,0.304,0.322,0.625,102,8,9,2,2,1,0
"5588",25,29,84,71,11,12,2,1,2,5,4,0,11,18,0.169,0.298,0.31,0.608,22,0,2,0,0,0,1
"5589",33,16,72,68,13,15,3,0,3,9,1,0,4,9,0.221,0.264,0.397,0.661,27,0,0,0,0,0,1
"5590",27,23,67,58,6,11,1,0,2,7,0,0,5,19,0.19,0.299,0.31,0.609,18,1,4,0,0,0,1
"5591",24,61,263,220,33,49,11,2,6,20,9,3,41,58,0.223,0.35,0.373,0.723,82,4,2,0,0,0,1
"5592",21,115,483,436,64,124,29,3,13,55,5,1,39,110,0.284,0.348,0.454,0.802,198,10,5,0,3,0,0
"5593",23,27,107,93,7,15,5,1,3,9,0,2,14,42,0.161,0.271,0.333,0.604,31,2,0,0,0,1,0
"5594",25,26,109,97,16,19,1,0,9,19,0,0,7,35,0.196,0.266,0.485,0.751,47,0,3,0,2,0,1
"5595",25,79,325,289,42,73,23,0,8,37,2,0,31,67,0.253,0.325,0.415,0.74,120,4,1,2,2,1,0
"5596",26,66,269,231,34,53,8,0,10,27,3,3,33,38,0.229,0.335,0.394,0.729,91,5,4,0,1,0,0
"5597",25,15,66,59,9,19,5,0,4,13,1,2,5,19,0.322,0.394,0.61,1.004,36,1,2,0,0,0,1
"5598",25,33,138,124,11,31,12,1,1,10,2,1,9,22,0.25,0.294,0.387,0.681,48,2,0,2,3,0,1
"5599",25,50,174,148,16,27,3,0,5,22,1,1,19,44,0.182,0.299,0.304,0.603,45,2,6,0,1,0,0
"5600",22,52,233,209,30,60,13,1,10,31,8,4,12,55,0.287,0.342,0.502,0.845,105,1,6,5,1,1,1
"5601",23,72,305,290,39,78,12,1,18,42,0,1,11,76,0.269,0.305,0.503,0.808,146,4,4,0,0,0,0
"5602",25,72,318,279,36,62,16,2,14,39,7,1,35,106,0.222,0.315,0.444,0.759,124,1,3,0,1,0,1
"5603",23,99,407,341,60,81,25,1,13,48,10,2,59,122,0.238,0.356,0.431,0.787,147,7,5,0,2,1,0
"5604",27,60,184,172,16,29,6,0,2,9,1,2,10,57,0.169,0.223,0.238,0.461,41,3,2,0,0,0,0
"5605",23,26,120,103,23,32,3,1,5,13,2,0,14,8,0.311,0.398,0.505,0.903,52,1,1,2,0,0,0
"5606",33,49,199,177,29,46,7,0,13,40,0,0,20,54,0.26,0.338,0.52,0.858,92,3,1,0,0,1,1
"5607",27,99,363,337,41,98,23,2,8,49,4,4,18,65,0.291,0.336,0.442,0.778,149,9,6,0,2,0,0
"5608",26,45,203,171,29,37,13,1,5,23,9,1,23,32,0.216,0.327,0.392,0.719,67,2,6,1,2,0,1
"5609",24,48,206,182,25,54,12,1,7,22,0,0,21,52,0.297,0.374,0.489,0.863,89,6,2,0,1,0,1
"5610",24,33,130,111,23,31,12,0,1,10,1,0,18,37,0.279,0.385,0.414,0.799,46,2,1,0,0,0,0
"5611",24,37,145,113,19,33,9,1,1,12,10,0,25,28,0.292,0.434,0.416,0.85,47,1,4,2,1,0,0
"5612",33,16,62,60,6,19,3,0,3,9,0,0,1,6,0.317,0.328,0.517,0.845,31,4,0,0,0,0,1
"5613",25,23,78,74,4,17,3,0,0,8,0,0,4,18,0.23,0.269,0.27,0.54,20,5,0,0,0,0,0
"5614",28,18,75,60,9,16,3,0,1,8,4,2,10,26,0.267,0.413,0.367,0.78,22,0,5,0,0,0,1
"5615",23,45,200,170,31,52,10,0,13,38,8,3,20,44,0.306,0.392,0.594,0.986,101,6,6,1,3,1,1
"5616",26,85,264,236,27,47,9,2,1,17,8,2,24,59,0.199,0.278,0.267,0.545,63,9,2,1,1,3,0
"5617",28,18,76,59,5,6,3,0,0,3,0,0,14,16,0.102,0.29,0.153,0.442,9,3,2,0,1,0,1
"5618",25,86,286,241,35,59,16,0,11,41,7,3,36,77,0.245,0.36,0.448,0.808,108,5,8,0,1,0,0
"5619",28,21,88,74,8,15,4,0,2,11,1,0,14,14,0.203,0.33,0.338,0.667,25,4,0,0,0,0,1
"5620",24,98,296,275,31,71,15,0,7,43,0,0,17,69,0.258,0.302,0.389,0.691,107,6,1,1,2,0,0
"5621",28,19,77,68,7,15,5,0,2,10,0,0,9,23,0.221,0.312,0.382,0.694,26,3,0,0,0,0,1
"5622",33,56,217,178,34,43,10,1,6,23,2,0,37,46,0.242,0.373,0.41,0.783,73,5,1,0,1,1,1
"5623",25,113,448,386,59,102,15,5,12,36,13,7,44,65,0.264,0.357,0.422,0.779,163,1,13,2,3,2,1
"5624",33,26,80,77,1,16,3,0,0,3,0,0,1,15,0.208,0.228,0.247,0.475,19,4,1,1,0,0,1
"5625",28,17,68,61,10,17,3,1,1,4,4,1,5,12,0.279,0.353,0.41,0.763,25,1,2,0,0,0,1
"5626",26,29,74,66,8,11,2,0,3,8,0,0,6,34,0.167,0.257,0.333,0.59,22,0,2,0,0,0,0
"5627",30,15,65,59,7,17,3,0,0,7,0,1,6,10,0.288,0.354,0.339,0.693,20,0,0,0,0,0,1
"5628",25,19,67,58,9,11,2,1,1,2,0,0,3,23,0.19,0.299,0.31,0.609,18,0,6,0,0,0,0
"5629",27,51,171,150,15,35,7,2,0,15,1,2,19,40,0.233,0.318,0.307,0.624,46,3,0,1,1,0,1
"5630",25,67,290,251,54,76,18,0,6,31,6,2,33,21,0.303,0.386,0.446,0.832,112,14,3,0,3,1,1
"5631",26,71,194,169,22,40,7,1,5,23,0,0,22,47,0.237,0.33,0.379,0.709,64,8,2,0,1,2,0
"5632",29,35,151,139,19,39,7,2,4,14,4,1,11,23,0.281,0.331,0.446,0.777,62,4,0,0,1,1,1
